cohort,cohort_label,n,r2,mae,rmse
power_to_big_west,Power -> Big West,6,-4.56838244763275,0.6758593797683715,1.0172468095395626
mid_major_to_big_west,Mid-Major -> Big West,31,0.5933434554525587,0.8582328109971937,1.3925476347290515
mid_major_to_mid_major,Mid-Major -> Mid-Major,863,0.550195248180747,0.9930660733066041,1.6817825773430397
power_to_mid_major,Power -> Mid-Major,162,0.5551249374393583,1.0447143000952992,1.5462007040038483
