cohort,cohort_label,n,r2,mae,rmse
power_to_big_west,Power -> Big West,6,0.2652240321817463,0.024891325367794575,0.035078552147615336
mid_major_to_big_west,Mid-Major -> Big West,31,0.43391687829321146,0.07878664481603996,0.11202917134124767
mid_major_to_mid_major,Mid-Major -> Mid-Major,863,0.29237568366749134,0.082613832904532,0.1220591564715481
power_to_mid_major,Power -> Mid-Major,162,0.26806493519746266,0.09118846209960847,0.12605248832595523
