cohort,cohort_label,n,r2,mae,rmse
power_to_big_west,Power -> Big West,6,0.001875820001122519,11.554789549720406,13.351185922450842
mid_major_to_mid_major,Mid-Major -> Mid-Major,863,0.14628516761017274,12.364708347877954,23.445982798581404
mid_major_to_big_west,Mid-Major -> Big West,31,-0.08625329403806492,12.925973245083581,18.44198315833372
power_to_mid_major,Power -> Mid-Major,162,0.07061388020348358,15.180566440252893,23.916025883395655
