cohort,cohort_label,n,r2,mae,rmse
mid_major_to_big_west,Mid-Major -> Big West,31,0.08909346344328783,4.192555812175345,5.518979722176621
mid_major_to_mid_major,Mid-Major -> Mid-Major,863,0.35836635317288335,4.305828237444668,5.485434354960519
power_to_mid_major,Power -> Mid-Major,162,0.2563982570268917,4.960403891785271,6.5817589563040855
power_to_big_west,Power -> Big West,6,-0.35808077139023586,7.988432216540711,9.737406423042167
