Player Name,Team,Conference,Position,Height,Year,GP,MIN,MPG,FGM,FGA,FG%,3PTM,3PTA,3PT%,FTM,FTA,FT%,PTS,PPG,ORB,DRB,TOT RB,RPG,PF,AST,TO,STL,BLK,APG,SPG,DRBPG,ORBPG,BPG,TOPG,eFG,three_share,AST_TOV,FTR,TS_pct,usg,pts_per_40,reb_per_40,ast_per_40,stl_per_40,blk_per_40,tov_per_40,PC1,PC2,PC3,PC4
Mykell Lawson,Alfred State,Allegheny Mountain Collegiate,G,72.0,Jr.,26,840,32.3,5.9,18.0,0.326,2.5,9.0,0.274,3.0,4.1,0.729,447,17.2,26,86,112,4.3,52,65,91,39,5,2.5,1.5,3.3076923076923075,1.0,0.1923076923076923,3.5,0.3972222222222222,0.5,0.7142857142857143,0.2277777777777777,11.285598868915372,0.1319095238095238,21.285714285714285,5.333333333333333,3.0952380952380953,1.8571428571428572,0.238095238095238,4.333333333333334,-0.37890458403466576,1.3396932802514647,-0.8452887637636154,2.2190153702527304
"Darius Cunningham, Jr.",Alfred State,Allegheny Mountain Collegiate,G,75.0,So,26,845,32.5,5.5,15.3,0.356,1.7,6.2,0.269,3.1,5.1,0.602,408,15.7,34,99,133,5.1,39,52,88,34,10,2.0,1.3076923076923077,3.807692307692307,1.3076923076923077,0.3846153846153846,3.3846153846153846,0.415032679738562,0.4052287581699346,0.5909090909090909,0.3333333333333333,11.627906976744184,0.1249041420118343,19.31360946745562,6.295857988165681,2.4615384615384617,1.6094674556213018,0.4733727810650887,4.165680473372781,0.8686704224980989,0.6869884333527123,-0.8877262465653911,1.6724437927845206
Kenny Hardeman,Alfred State,Allegheny Mountain Collegiate,G,77.0,Sr,14,437,31.2,6.1,12.5,0.486,0.0,0.1,0.0,1.2,2.9,0.425,188,13.4,74,106,181,12.9,22,11,27,24,13,0.7857142857142857,1.7142857142857142,7.571428571428571,5.285714285714286,0.9285714285714286,1.9285714285714288,0.488,0.008,0.4074074074074074,0.2319999999999999,6.823461091753774,0.0933089244851258,17.208237986270024,16.5675057208238,1.0068649885583525,2.196796338672769,1.1899313501144166,2.471395881006865,5.1810179507439384,0.18822785379622517,-0.1654795723857207,0.0035676855682192465
Elijah Kioko,Alfred State,Allegheny Mountain Collegiate,F,78.0,Sr,25,393,15.7,2.4,5.0,0.484,0.3,0.6,0.467,1.2,1.9,0.638,160,6.4,50,58,108,4.3,48,5,25,5,8,0.2,0.2,2.32,2.0,0.32,1.0,0.51,0.12,0.2,0.38,13.708019191226867,0.0784631043256997,16.28498727735369,10.99236641221374,0.5089058524173028,0.5089058524173028,0.8142493638676845,2.544529262086514,2.3325732900064913,-1.8212914068078083,-0.3685649767509384,0.6707787806872105
Ben Sneddon,Alfred State,Allegheny Mountain Collegiate,G,75.0,So,25,453,18.1,2.3,5.5,0.416,0.8,2.7,0.294,0.7,1.3,0.515,150,6.0,50,65,113,4.5,43,20,15,15,5,0.8,0.6,2.6,2.0,0.2,0.6,0.4909090909090908,0.4909090909090909,1.3333333333333333,0.2363636363636363,12.351778656126482,0.0465165562913907,13.245033112582782,9.97792494481236,1.7660044150110377,1.3245033112582782,0.4415011037527594,1.3245033112582782,-0.016462517083479306,-0.9525877053686416,1.042271044563866,-0.43065727086766015
Eli Taft,Alfred State,Allegheny Mountain Collegiate,G,72.0,Jr.,26,559,21.5,2.2,5.6,0.393,0.6,2.2,0.263,0.5,1.0,0.519,143,5.5,13,29,44,1.7,26,47,21,8,0,1.8076923076923077,0.3076923076923077,1.1153846153846154,0.5,0.0,0.8076923076923077,0.4464285714285714,0.3928571428571429,2.238095238095238,0.1785714285714285,11.83774834437086,0.0483720930232558,10.232558139534884,3.148479427549195,3.363148479427549,0.5724508050089445,0.0,1.5026833631484795,-2.4991307409486274,-0.46855926290927474,0.6251471961939922,-1.4765876113014567
J.J. Howard,Alfred State,Allegheny Mountain Collegiate,F,78.0,Fr,26,460,17.7,1.7,3.0,0.571,0.0,0.1,0.0,0.7,1.6,0.452,107,4.1,36,42,78,3.0,57,18,21,8,18,0.6923076923076923,0.3076923076923077,1.6153846153846154,1.3846153846153846,0.6923076923076923,0.8076923076923077,0.5666666666666667,0.0333333333333333,0.8571428571428571,0.5333333333333333,14.443844492440604,0.0537043478260869,9.304347826086955,6.782608695652174,1.565217391304348,0.6956521739130435,1.565217391304348,1.8260869565217392,1.8805346223365949,-1.6160988110661951,-0.5008270096506272,-1.5661086263491997
Avery Cunningham,Alfred State,Allegheny Mountain Collegiate,G,72.0,Sr,26,614,23.6,0.8,2.4,0.349,0.1,0.8,0.143,0.3,0.6,0.533,55,2.1,21,75,96,3.7,36,57,36,16,3,2.1923076923076925,0.6153846153846154,2.8846153846153846,0.8076923076923077,0.1153846153846153,1.3846153846153846,0.3541666666666667,0.3333333333333333,1.5833333333333333,0.25,10.322822822822824,0.0629706840390879,3.583061889250814,6.254071661237784,3.7133550488599343,1.0423452768729642,0.1954397394136807,2.3452768729641695,-1.5788620988849908,-0.12040041656869697,-0.710610397583917,-1.6749628521019468
Larry Morse,Hilbert,Allegheny Mountain Collegiate,F,77.0,Jr.,27,840,31.1,8.3,13.4,0.62,0.0,0.1,0.0,2.2,3.0,0.728,510,18.9,84,138,221,8.2,68,27,68,24,19,1.0,0.8888888888888888,5.111111111111111,3.111111111111111,0.7037037037037037,2.5185185185185186,0.6194029850746269,0.0074626865671641,0.3970588235294117,0.2238805970149253,17.32336956521739,0.0984761904761904,24.285714285714285,10.523809523809524,1.2857142857142856,1.1428571428571428,0.9047619047619048,3.238095238095238,3.9354565030819315,0.35535750876889644,1.176801053000785,1.7088203696964026
Jaden Mitchell,Hilbert,Allegheny Mountain Collegiate,G,76.0,Jr.,13,359,27.6,5.0,10.2,0.489,1.7,4.1,0.415,2.7,3.6,0.745,187,14.4,10,18,29,2.2,18,14,23,10,3,1.0769230769230769,0.7692307692307693,1.3846153846153846,0.7692307692307693,0.2307692307692307,1.7692307692307692,0.5735294117647058,0.4019607843137255,0.6086956521739131,0.3529411764705882,7.934487440597421,0.0968913649025069,20.83565459610028,3.231197771587744,1.5598885793871866,1.1142061281337048,0.3342618384401114,2.5626740947075213,-0.15007912838989154,-1.1353255774028577,-1.159175485162792,1.2410437582827316
