cohort,cohort_label,n,r2,mae,rmse
power_to_big_west,Power -> Big West,6,-1.4359035598660195,3.0762072881062834,4.343431412061733
mid_major_to_mid_major,Mid-Major -> Mid-Major,863,0.2251740984053,3.4498956684718127,4.355464160724375
power_to_mid_major,Power -> Mid-Major,162,0.14731033017799866,3.664084714724694,4.6867136241700385
mid_major_to_big_west,Mid-Major -> Big West,31,0.16824671124703694,4.16425030616022,5.181696907402552
