cohort,cohort_label,n,r2,mae,rmse
mid_major_to_mid_major,Mid-Major -> Mid-Major,863,0.4272288580783645,2.883387968299839,3.9250553219573896
power_to_big_west,Power -> Big West,6,0.12550545638530286,3.099367141723633,4.004199613159223
power_to_mid_major,Power -> Mid-Major,162,0.3343802669289756,3.131154247566506,3.9429690836184204
mid_major_to_big_west,Mid-Major -> Big West,31,0.35920951912827126,3.375435859926285,4.51165302487298
