cohort,cohort_label,n,r2,mae,rmse
mid_major_to_big_west,Mid-Major -> Big West,31,0.25363517217032394,0.5796777577213037,0.7850814544228517
mid_major_to_mid_major,Mid-Major -> Mid-Major,863,0.18963091114826824,0.6093565618745161,0.9669358242088174
power_to_mid_major,Power -> Mid-Major,162,0.2533542082482737,0.6207080901085966,0.8132855087144509
power_to_big_west,Power -> Big West,6,-0.23792717468037283,0.8342529276691787,1.0452132469766295
