cohort,cohort_label,n,r2,mae,rmse
mid_major_to_mid_major,Mid-Major -> Mid-Major,863,0.2418263364154536,0.8132302182407315,1.0194763786331897
mid_major_to_big_west,Mid-Major -> Big West,31,-0.05284866741859773,0.8527182524227576,1.1355476740781003
power_to_mid_major,Power -> Mid-Major,162,0.11076192710973642,0.9659546254614361,1.200044741297472
power_to_big_west,Power -> Big West,6,0.04233731313398248,1.1023045910148526,1.195713527076673
