cohort,cohort_label,n,r2,mae,rmse
power_to_big_west,Power -> Big West,6,0.16666026720407023,5.728218390804597,6.014734226390238
mid_major_to_mid_major,Mid-Major -> Mid-Major,863,0.060932704479704336,5.972434570663682,9.504061064743913
mid_major_to_big_west,Mid-Major -> Big West,31,-0.043878469086715555,6.833743047830923,11.85874389725982
power_to_mid_major,Power -> Mid-Major,162,0.05935280700759071,6.965487441464454,10.919498724932883
